5.5	151.409
5.501	150.994
5.502	150.581
5.503	150.169
5.504	149.757
5.505	149.347
5.506	148.938
5.507	148.53
5.508	148.123
5.509	147.717
5.51	147.312
5.511	146.908
5.512	146.505
5.513	146.103
5.514	145.703
5.515	145.303
5.516	144.904
5.517	144.507
5.518	144.11
5.519	143.714
5.52	143.32
5.521	142.926
5.522	142.534
5.523	142.143
5.524	141.752
5.525	141.363
5.526	140.975
5.527	140.587
5.528	140.201
5.529	139.816
5.53	139.432
5.531	139.049
5.532	138.667
5.533	138.286
5.534	137.906
5.535	137.527
5.536	137.149
5.537	136.772
5.538	136.396
5.539	136.021
5.54	135.647
5.541	135.275
5.542	134.903
5.543	134.532
5.544	134.162
5.545	133.794
5.546	133.426
5.547	133.059
5.548	132.694
5.549	132.329
5.55	131.966
5.551	131.603
5.552	131.242
5.553	130.881
5.554	130.522
5.555	130.164
5.556	129.806
5.557	129.45
5.558	129.095
5.559	128.74
5.56	128.387
5.561	128.035
5.562	127.684
5.563	127.333
5.564	126.984
5.565	126.636
5.566	126.289
5.567	125.943
5.568	125.597
5.569	125.253
5.57	124.91
5.571	124.568
5.572	124.227
5.573	123.887
5.574	123.548
5.575	123.21
5.576	122.873
5.577	122.537
5.578	122.202
5.579	121.868
5.58	121.535
5.581	121.203
5.582	120.872
5.583	120.542
5.584	120.213
5.585	119.885
5.586	119.558
5.587	119.233
5.588	118.908
5.589	118.584
5.59	118.261
5.591	117.939
5.592	117.618
5.593	117.298
5.594	116.979
5.595	116.662
5.596	116.345
5.597	116.029
5.598	115.714
5.599	115.4
5.6	115.087
5.601	114.775
5.602	114.465
5.603	114.155
5.604	113.846
5.605	113.538
5.606	113.231
5.607	112.925
5.608	112.621
5.609	112.317
5.61	112.014
5.611	111.712
5.612	111.411
5.613	111.111
5.614	110.812
5.615	110.515
5.616	110.218
5.617	109.922
5.618	109.627
5.619	109.333
5.62	109.04
5.621	108.748
5.622	108.457
5.623	108.167
5.624	107.878
5.625	107.59
5.626	107.303
5.627	107.017
5.628	106.732
