#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-2.74102e+06	618322	-1946.61	437.364	-0.344471	0.0773409	1.29091	2.70431e+08	47821.4	33.8261
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-7.49175e+06	666923	-5635.89	500.978	-1.05838	0.0940804	4.10252	3.34113e+08	62744.2	47.1322
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-2.30152e+06	486581	-1843.96	387.328	-0.367898	0.0770795	6.18524	1.88466e+08	37505.4	29.855
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-7.34942e+06	525606	-6403.39	457.152	-1.39257	0.0994024	7.95463	2.40282e+08	52246.3	45.4419
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-7.9649e+06	485333	-7423.07	450.945	-1.72685	0.104747	2.08782	2.18858e+08	50837.2	47.2353
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-4.30661e+06	324805	-4478.38	336.497	-1.16149	0.0871518	1.78498	1.09296e+08	28307.2	29.3263
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.148e+07	527059	-12903	591.04	-3.61943	0.165695	3.69293	3.11513e+08	87330.7	97.9324
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-3.72546e+06	231441	-4558.59	281.813	-1.39073	0.0857858	3.51851	6.52228e+07	19854.2	24.1755
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-814945	187970	-1057.12	240.759	-0.339061	0.0770918	3.90752	4.52555e+07	14490.9	18.5605
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.54191e+07	485843	-21883.3	688.426	-7.74983	0.243865	21.2784	3.34466e+08	118479	167.883
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.14176e+07	331792	-18163.2	526.025	-7.20786	0.208486	0.782974	1.7453e+08	69173.2	109.669
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-9.91671e+06	305447	-19047.8	584.32	-9.11607	0.279441	4.01286	1.78478e+08	85352.9	163.282
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.77651e+07	525267	-40333.6	1185.04	-22.7911	0.668356	4.1353	6.22461e+08	351057	792.027
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-4.76592e+06	209554	-13508.2	585.764	-9.47538	0.409313	0.597776	1.22748e+08	85770.4	239.759
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.41213e+07	391592	-54338.1	1487.68	-51.657	1.41275	0.232463	5.82555e+08	553185	2101.68
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.13558e+07	309697	-65756.2	1742.67	-92.8018	2.45073	0.254715	5.3968e+08	758877	4270.65
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-3.94435e+06	131370	-51870.2	1524.92	-150.471	4.41943	5.65494	2.00299e+08	580231	6738.28
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
814785	428.556	126.591	46.0767	-205.364	6.85905	0.196195	-3936.38	-2153.38	144.355
