#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-2.49783e+07	718203	-17840.4	512.355	-3.18417	0.0913761	4.78856	3.67974e+08	65626.4	46.8169
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.07182e+08	1.24186e+06	-81930.2	948.889	-15.6537	0.181257	6.39805	1.17839e+09	225096	171.992
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-5.9038e+07	721295	-48318.9	589.632	-9.88403	0.1205	27.7594	4.25298e+08	86915.7	71.0506
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-9.70016e+07	935499	-85872.7	827.681	-19.0007	0.183071	8.44934	7.74294e+08	171262	151.524
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.11981e+08	1.1413e+06	-107430	1093.96	-25.7587	0.262145	95.9969	1.24853e+09	299184	286.776
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-2.58311e+07	403701	-27269	425.497	-7.19295	0.112116	28.8836	1.71773e+08	45261.1	47.7049
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-2.0056e+08	1.52051e+06	-232501	1761.34	-67.3609	0.510073	20.1682	2.67814e+09	775568	898.414
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.48638e+07	292872	-19261.6	378.747	-6.23399	0.122448	3.45335	1.10924e+08	35861.4	46.3768
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-2.08698e+08	1.49648e+06	-306398	2195.02	-112.404	0.80489	3.56918	3.2848e+09	1.20449e+06	1766.75
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.21552e+08	1.01805e+06	-204775	1711.61	-86.1806	0.7194	2.24043	1.7425e+09	732375	1231.33
#a+bx+cx^2-> #a+err 	 #b+err 	 #c+err 	 #chi2 	 #cov[a][b] 	 #cov[a][c] 	 #cov[b][c]
-1.36404e+08	821492	-272262	1637.25	-135.754	0.815735	473.658	1.34498e+09	670109	1335.56
