#p0 pl ps
20.0	30.0	49.8
20.0	33.5	46.7
20.0	37.0	48.3
20.0	40.5	50.2
20.0	44.0	53.2
20.0	47.5	56.6
20.0	51.0	59.6
20.0	54.5	63.0
20.0	58.0	66.3
20.0	61.5	69.6
20.0	65.0	73.0
20.0	68.5	76.4
20.0	72.0	79.9
20.0	75.5	83.3
20.0	79.0	86.8
20.0	82.5	90.1
20.0	86.0	93.5
20.0	89.5	97.2
20.0	93.0	100.6
20.0	96.5	104.0
20.0	100.0	107.5
